A0A0H2VCA1	PGA_scaffold53906__1_contigs__length_4067:460-2508	Autotransporter adhesin UpaG
Q8N4A0	PGA_scaffold103049__1_contigs__length_1232:680-974	Polypeptide N-acetylgalactosaminyltransferase 4 (EC 2.4.1.41) (Polypeptide GalNAc transferase 4) (GalNAc-T4) (pp-GaNTase 4) (Protein-UDP acetylgalactosaminyltransferase 4) (UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase 4)
Q8N4A0	PGA_scaffold103051__1_contigs__length_1232:258-552	Polypeptide N-acetylgalactosaminyltransferase 4 (EC 2.4.1.41) (Polypeptide GalNAc transferase 4) (GalNAc-T4) (pp-GaNTase 4) (Protein-UDP acetylgalactosaminyltransferase 4) (UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase 4)
Q8N4A0	PGA_scaffold103489__1_contigs__length_1232:680-974	Polypeptide N-acetylgalactosaminyltransferase 4 (EC 2.4.1.41) (Polypeptide GalNAc transferase 4) (GalNAc-T4) (pp-GaNTase 4) (Protein-UDP acetylgalactosaminyltransferase 4) (UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase 4)
Q8N4A0	PGA_scaffold103491__1_contigs__length_1232:258-552	Polypeptide N-acetylgalactosaminyltransferase 4 (EC 2.4.1.41) (Polypeptide GalNAc transferase 4) (GalNAc-T4) (pp-GaNTase 4) (Protein-UDP acetylgalactosaminyltransferase 4) (UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase 4)
Q8N4B1	PGA_scaffold6__104_contigs__length_61759565:34345228-34359478	Sesquipedalian-1 (Ses1) (27 kDa inositol polyphosphate phosphatase-interacting protein A) (IPIP27A)
Q8N4P3	PGA_scaffold279361__1_contigs__length_1161:468-744	Guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase MESH1 (EC 3.1.7.2) (HD domain-containing protein 3) (Metazoan SpoT homolog 1) (MESH1) (Penta-phosphate guanosine-3'-pyrophosphohydrolase) ((ppGpp)ase)
Q8N4P3	PGA_scaffold279365__1_contigs__length_1161:467-743	Guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase MESH1 (EC 3.1.7.2) (HD domain-containing protein 3) (Metazoan SpoT homolog 1) (MESH1) (Penta-phosphate guanosine-3'-pyrophosphohydrolase) ((ppGpp)ase)
Q8N4P3	PGA_scaffold279381__1_contigs__length_1161:417-693	Guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase MESH1 (EC 3.1.7.2) (HD domain-containing protein 3) (Metazoan SpoT homolog 1) (MESH1) (Penta-phosphate guanosine-3'-pyrophosphohydrolase) ((ppGpp)ase)
Q8N4P3	PGA_scaffold279385__1_contigs__length_1161:418-694	Guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase MESH1 (EC 3.1.7.2) (HD domain-containing protein 3) (Metazoan SpoT homolog 1) (MESH1) (Penta-phosphate guanosine-3'-pyrophosphohydrolase) ((ppGpp)ase)
Q8N4W9	PGA_scaffold13379__1_contigs__length_5581:1234-5581	Zinc finger protein 808
Q8N4W9	PGA_scaffold4__129_contigs__length_65288255:35622062-35626923	Zinc finger protein 808
Q8N539	PGA_scaffold63140__1_contigs__length_32392:6-825	Fibrinogen C domain-containing protein 1
Q8N5N7	PGA_scaffold6__104_contigs__length_61759565:43137058-43137373	39S ribosomal protein L50, mitochondrial (L50mt) (MRP-L50) (Mitochondrial large ribosomal subunit protein mL50)
Q8N5T2	PGA_scaffold4__129_contigs__length_65288255:34563913-34587957	TBC1 domain family member 19
Q8N5U6	PGA_scaffold6__104_contigs__length_61759565:15487543-15517667	RING finger protein 10
Q8N668	PGA_scaffold27313__1_contigs__length_15499:10622-15297	COMM domain-containing protein 1 (Protein Murr1)
Q8N695	PGA_scaffold12__71_contigs__length_50438331:20981987-20982632	Sodium-coupled monocarboxylate transporter 1 (Apical iodide transporter) (Electrogenic sodium monocarboxylate cotransporter) (Sodium iodide-related cotransporter) (Solute carrier family 5 member 8)
Q8N695	PGA_scaffold266592__1_contigs__length_8580:2710-3064	Sodium-coupled monocarboxylate transporter 1 (Apical iodide transporter) (Electrogenic sodium monocarboxylate cotransporter) (Sodium iodide-related cotransporter) (Solute carrier family 5 member 8)
Q8N695	PGA_scaffold266593__1_contigs__length_8580:5516-5870	Sodium-coupled monocarboxylate transporter 1 (Apical iodide transporter) (Electrogenic sodium monocarboxylate cotransporter) (Sodium iodide-related cotransporter) (Solute carrier family 5 member 8)
Q8N695	PGA_scaffold266594__1_contigs__length_9880:4010-4364	Sodium-coupled monocarboxylate transporter 1 (Apical iodide transporter) (Electrogenic sodium monocarboxylate cotransporter) (Sodium iodide-related cotransporter) (Solute carrier family 5 member 8)
Q8N695	PGA_scaffold266595__1_contigs__length_9880:5516-5870	Sodium-coupled monocarboxylate transporter 1 (Apical iodide transporter) (Electrogenic sodium monocarboxylate cotransporter) (Sodium iodide-related cotransporter) (Solute carrier family 5 member 8)
Q8N695	PGA_scaffold269180__1_contigs__length_8580:2710-3064	Sodium-coupled monocarboxylate transporter 1 (Apical iodide transporter) (Electrogenic sodium monocarboxylate cotransporter) (Sodium iodide-related cotransporter) (Solute carrier family 5 member 8)
Q8N695	PGA_scaffold269181__1_contigs__length_9880:4010-4364	Sodium-coupled monocarboxylate transporter 1 (Apical iodide transporter) (Electrogenic sodium monocarboxylate cotransporter) (Sodium iodide-related cotransporter) (Solute carrier family 5 member 8)
Q8N695	PGA_scaffold269182__1_contigs__length_8580:5516-5870	Sodium-coupled monocarboxylate transporter 1 (Apical iodide transporter) (Electrogenic sodium monocarboxylate cotransporter) (Sodium iodide-related cotransporter) (Solute carrier family 5 member 8)
Q8N695	PGA_scaffold269183__1_contigs__length_9880:5516-5870	Sodium-coupled monocarboxylate transporter 1 (Apical iodide transporter) (Electrogenic sodium monocarboxylate cotransporter) (Sodium iodide-related cotransporter) (Solute carrier family 5 member 8)
Q8N6D5	PGA_scaffold80595__1_contigs__length_1203:121-730	Ankyrin repeat domain-containing protein 29
Q8N6D5	PGA_scaffold80596__1_contigs__length_1203:730-1201	Ankyrin repeat domain-containing protein 29
Q8N6Q8	PGA_scaffold3__111_contigs__length_57743597:23963517-23974734	Methyltransferase-like protein 25 (EC 2.1.1.-)
Q8N6V9	PGA_scaffold18__69_contigs__length_27737463:23302127-23317485	Testis-expressed protein 9
Q8N6V9	PGA_scaffold27025__1_contigs__length_6314:862-4460	Testis-expressed protein 9
Q8N782	PGA_scaffold3__111_contigs__length_57743597:1505638-1505980	Zinc finger protein 525
Q8N7P7	PGA_scaffold56521__1_contigs__length_1747:527-1406	Uncharacterized protein FLJ40521
Q8N7Q3	PGA_scaffold12__71_contigs__length_50438331:33884625-33886227	Zinc finger protein 676
Q8N884	PGA_scaffold144937__1_contigs__length_3872:1212-3156	Cyclic GMP-AMP synthase (cGAMP synthase) (cGAS) (h-cGAS) (EC 2.7.7.86) (2'3'-cGAMP synthase) (Mab-21 domain-containing protein 1)
Q8N884	PGA_scaffold144939__1_contigs__length_3872:716-2660	Cyclic GMP-AMP synthase (cGAMP synthase) (cGAS) (h-cGAS) (EC 2.7.7.86) (2'3'-cGAMP synthase) (Mab-21 domain-containing protein 1)
Q8N884	PGA_scaffold145909__1_contigs__length_3872:1212-3156	Cyclic GMP-AMP synthase (cGAMP synthase) (cGAS) (h-cGAS) (EC 2.7.7.86) (2'3'-cGAMP synthase) (Mab-21 domain-containing protein 1)
Q8N884	PGA_scaffold145911__1_contigs__length_3872:716-2660	Cyclic GMP-AMP synthase (cGAMP synthase) (cGAS) (h-cGAS) (EC 2.7.7.86) (2'3'-cGAMP synthase) (Mab-21 domain-containing protein 1)
Q8N884	PGA_scaffold174131__1_contigs__length_7469:1711-4039	Cyclic GMP-AMP synthase (cGAMP synthase) (cGAS) (h-cGAS) (EC 2.7.7.86) (2'3'-cGAMP synthase) (Mab-21 domain-containing protein 1)
Q8N884	PGA_scaffold174134__1_contigs__length_7469:3430-5758	Cyclic GMP-AMP synthase (cGAMP synthase) (cGAS) (h-cGAS) (EC 2.7.7.86) (2'3'-cGAMP synthase) (Mab-21 domain-containing protein 1)
Q8N884	PGA_scaffold218493__1_contigs__length_7469:1711-4039	Cyclic GMP-AMP synthase (cGAMP synthase) (cGAS) (h-cGAS) (EC 2.7.7.86) (2'3'-cGAMP synthase) (Mab-21 domain-containing protein 1)
Q8N884	PGA_scaffold218496__1_contigs__length_7469:3430-5758	Cyclic GMP-AMP synthase (cGAMP synthase) (cGAS) (h-cGAS) (EC 2.7.7.86) (2'3'-cGAMP synthase) (Mab-21 domain-containing protein 1)
Q8N884	PGA_scaffold3__111_contigs__length_57743597:10115227-10116994	Cyclic GMP-AMP synthase (cGAMP synthase) (cGAS) (h-cGAS) (EC 2.7.7.86) (2'3'-cGAMP synthase) (Mab-21 domain-containing protein 1)
Q8N884	PGA_scaffold9869__1_contigs__length_2694:183-2250	Cyclic GMP-AMP synthase (cGAMP synthase) (cGAS) (h-cGAS) (EC 2.7.7.86) (2'3'-cGAMP synthase) (Mab-21 domain-containing protein 1)
Q8N8K9	PGA_scaffold38134__1_contigs__length_17916:7562-8006	Uncharacterized protein KIAA1958
Q8N8K9	PGA_scaffold48239__1_contigs__length_19039:6509-8119	Uncharacterized protein KIAA1958
Q8N8M0	PGA_scaffold18__69_contigs__length_27737463:18039267-18039852	Probable N-acetyltransferase 16 (EC 2.3.1.-)
Q8N8X9	PGA_scaffold50352__1_contigs__length_20350:7453-9181	Protein mab-21-like 3
Q8N8X9	PGA_scaffold56947__1_contigs__length_20768:7461-9189	Protein mab-21-like 3
Q8N972	PGA_scaffold48567__1_contigs__length_7636:5563-7245	Zinc finger protein 709
Q8N9F7	PGA_scaffold126085__1_contigs__length_12045:4403-11557	Glycerophosphodiester phosphodiesterase domain-containing protein 1 (EC 3.1.-.-) (Glycerophosphodiester phosphodiesterase 4)
Q8N9F7	PGA_scaffold126086__1_contigs__length_11448:91-10960	Glycerophosphodiester phosphodiesterase domain-containing protein 1 (EC 3.1.-.-) (Glycerophosphodiester phosphodiesterase 4)
Q8N9F7	PGA_scaffold126087__1_contigs__length_12045:488-7642	Glycerophosphodiester phosphodiesterase domain-containing protein 1 (EC 3.1.-.-) (Glycerophosphodiester phosphodiesterase 4)
Q8N9F7	PGA_scaffold126088__1_contigs__length_11448:488-11357	Glycerophosphodiester phosphodiesterase domain-containing protein 1 (EC 3.1.-.-) (Glycerophosphodiester phosphodiesterase 4)
Q8N9F7	PGA_scaffold91709__1_contigs__length_12045:4403-11557	Glycerophosphodiester phosphodiesterase domain-containing protein 1 (EC 3.1.-.-) (Glycerophosphodiester phosphodiesterase 4)
Q8N9F7	PGA_scaffold91710__1_contigs__length_11448:91-10960	Glycerophosphodiester phosphodiesterase domain-containing protein 1 (EC 3.1.-.-) (Glycerophosphodiester phosphodiesterase 4)
Q8N9F7	PGA_scaffold91711__1_contigs__length_12045:488-7642	Glycerophosphodiester phosphodiesterase domain-containing protein 1 (EC 3.1.-.-) (Glycerophosphodiester phosphodiesterase 4)
Q8N9F7	PGA_scaffold91712__1_contigs__length_11448:488-11357	Glycerophosphodiester phosphodiesterase domain-containing protein 1 (EC 3.1.-.-) (Glycerophosphodiester phosphodiesterase 4)
Q8N9Z0	PGA_scaffold70965__1_contigs__length_13956:393-5780	Zinc finger protein 610
Q8NA42	PGA_scaffold182724__1_contigs__length_2735:1024-1582	Zinc finger protein 383
Q8NA42	PGA_scaffold182726__1_contigs__length_2735:1153-1711	Zinc finger protein 383
Q8NA42	PGA_scaffold18__69_contigs__length_27737463:14013978-14015022	Zinc finger protein 383
Q8NA42	PGA_scaffold221280__1_contigs__length_2735:1024-1582	Zinc finger protein 383
Q8NA42	PGA_scaffold221282__1_contigs__length_2735:1153-1711	Zinc finger protein 383
Q8NAG6	PGA_scaffold10638__1_contigs__length_5166:424-5085	Ankyrin repeat and LEM domain-containing protein 1 (EC 3.1.-.-) (Ankyrin repeat domain-containing protein 41) (LEM-domain containing protein 3)
Q8NAG6	PGA_scaffold21030__1_contigs__length_3977:107-2171	Ankyrin repeat and LEM domain-containing protein 1 (EC 3.1.-.-) (Ankyrin repeat domain-containing protein 41) (LEM-domain containing protein 3)
Q8NAP8	PGA_scaffold172611__1_contigs__length_7810:4568-4838	Zinc finger and BTB domain-containing protein 8B
Q8NAP8	PGA_scaffold172613__1_contigs__length_7810:2972-3242	Zinc finger and BTB domain-containing protein 8B
Q8NAP8	PGA_scaffold218483__1_contigs__length_7810:4568-4838	Zinc finger and BTB domain-containing protein 8B
Q8NAP8	PGA_scaffold218485__1_contigs__length_7810:2972-3242	Zinc finger and BTB domain-containing protein 8B
Q8NB14	PGA_scaffold4__129_contigs__length_65288255:55738087-55743417	Ubiquitin carboxyl-terminal hydrolase 38 (EC 3.4.19.12) (Deubiquitinating enzyme 38) (HP43.8KD) (Ubiquitin thioesterase 38) (Ubiquitin-specific-processing protease 38)
Q8NB25	PGA_scaffold12__71_contigs__length_50438331:49351672-49380277	Protein FAM184A
Q8NB50	PGA_scaffold12__71_contigs__length_50438331:8068329-8068809	Zinc finger protein 62 homolog (Zfp-62)
Q8NB50	PGA_scaffold40894__1_contigs__length_4231:3192-3810	Zinc finger protein 62 homolog (Zfp-62)
Q8NBH2	PGA_scaffold72064__1_contigs__length_49224:6703-13484	Kyphoscoliosis peptidase (EC 3.4.-.-)
Q8NBN7	PGA_scaffold58924__1_contigs__length_28643:5274-6273	Retinol dehydrogenase 13 (EC 1.1.1.-) (Short chain dehydrogenase/reductase family 7C member 3)
Q8NBP5	PGA_scaffold3__111_contigs__length_57743597:3545334-3555517	Major facilitator superfamily domain-containing protein 9
Q8NBZ7	PGA_scaffold121793__1_contigs__length_4527:611-4095	UDP-glucuronic acid decarboxylase 1 (EC 4.1.1.35) (UDP-glucuronate decarboxylase 1) (UGD) (UXS-1)
Q8NBZ7	PGA_scaffold121794__1_contigs__length_4527:432-3916	UDP-glucuronic acid decarboxylase 1 (EC 4.1.1.35) (UDP-glucuronate decarboxylase 1) (UGD) (UXS-1)
Q8NBZ7	PGA_scaffold121795__1_contigs__length_7164:2227-6739	UDP-glucuronic acid decarboxylase 1 (EC 4.1.1.35) (UDP-glucuronate decarboxylase 1) (UGD) (UXS-1)
Q8NBZ7	PGA_scaffold121797__1_contigs__length_7164:425-4937	UDP-glucuronic acid decarboxylase 1 (EC 4.1.1.35) (UDP-glucuronate decarboxylase 1) (UGD) (UXS-1)
Q8NC60	PGA_scaffold66763__1_contigs__length_17200:352-10514	Nitric oxide-associated protein 1
Q8NCG5	PGA_scaffold6__104_contigs__length_61759565:51079905-51082198	Carbohydrate sulfotransferase 4 (EC 2.8.2.-) (Galactose/N-acetylglucosamine/N-acetylglucosamine 6-O-sulfotransferase 3) (GST-3) (High endothelial cells N-acetylglucosamine 6-O-sulfotransferase) (HEC-GlcNAc6ST) (L-selectin ligand sulfotransferase) (LSST) (N-acetylglucosamine 6-O-sulfotransferase 2) (GlcNAc6ST-2) (Gn6st-2)
Q8NCG7	PGA_scaffold13030__1_contigs__length_7768:3546-7317	Sn1-specific diacylglycerol lipase beta (DGL-beta) (EC 3.1.1.-) (KCCR13L)
Q8NCG7	PGA_scaffold13031__1_contigs__length_9359:3395-9037	Sn1-specific diacylglycerol lipase beta (DGL-beta) (EC 3.1.1.-) (KCCR13L)
Q8NCJ5	PGA_scaffold32011__1_contigs__length_10299:743-10262	SPRY domain-containing protein 3
Q8NCM8	PGA_scaffold59192__1_contigs__length_14185:607-4569	Cytoplasmic dynein 2 heavy chain 1 (Cytoplasmic dynein 2 heavy chain) (Dynein cytoplasmic heavy chain 2) (Dynein heavy chain 11) (hDHC11) (Dynein heavy chain isotype 1B)
Q8NCN2	PGA_scaffold69995__1_contigs__length_13590:668-983	Zinc finger and BTB domain-containing protein 34
Q8NCN5	PGA_scaffold16863__1_contigs__length_7280:2429-6536	Pyruvate dehydrogenase phosphatase regulatory subunit, mitochondrial (PDPr)
Q8NCN5	PGA_scaffold29366__1_contigs__length_7646:2806-6863	Pyruvate dehydrogenase phosphatase regulatory subunit, mitochondrial (PDPr)
Q8NCT1	PGA_scaffold224403__1_contigs__length_1297:270-1295	Arrestin domain-containing protein 4
Q8NCT1	PGA_scaffold224404__1_contigs__length_1389:370-1387	Arrestin domain-containing protein 4
Q8NCT1	PGA_scaffold224405__1_contigs__length_1297:2-1027	Arrestin domain-containing protein 4
Q8NCT1	PGA_scaffold224406__1_contigs__length_1389:2-1019	Arrestin domain-containing protein 4
Q8NCT1	PGA_scaffold247109__1_contigs__length_1297:270-1295	Arrestin domain-containing protein 4
Q8NCT1	PGA_scaffold247110__1_contigs__length_1389:370-1387	Arrestin domain-containing protein 4
Q8NCT1	PGA_scaffold247111__1_contigs__length_1297:2-1027	Arrestin domain-containing protein 4
Q8NCT1	PGA_scaffold247112__1_contigs__length_1389:2-1019	Arrestin domain-containing protein 4
Q8NE62	PGA_scaffold161128__1_contigs__length_5933:1-292	Choline dehydrogenase, mitochondrial (CDH) (CHD) (EC 1.1.99.1)
Q8NE62	PGA_scaffold161130__1_contigs__length_2171:106-292	Choline dehydrogenase, mitochondrial (CDH) (CHD) (EC 1.1.99.1)
Q8NE62	PGA_scaffold161131__1_contigs__length_5933:5641-5932	Choline dehydrogenase, mitochondrial (CDH) (CHD) (EC 1.1.99.1)
Q8NE62	PGA_scaffold161133__1_contigs__length_2171:1879-2065	Choline dehydrogenase, mitochondrial (CDH) (CHD) (EC 1.1.99.1)
Q8NE62	PGA_scaffold161518__1_contigs__length_5933:1-292	Choline dehydrogenase, mitochondrial (CDH) (CHD) (EC 1.1.99.1)
Q8NE62	PGA_scaffold161520__1_contigs__length_2171:106-292	Choline dehydrogenase, mitochondrial (CDH) (CHD) (EC 1.1.99.1)
Q8NE62	PGA_scaffold161521__1_contigs__length_5933:5641-5932	Choline dehydrogenase, mitochondrial (CDH) (CHD) (EC 1.1.99.1)
Q8NE62	PGA_scaffold161523__1_contigs__length_2171:1879-2065	Choline dehydrogenase, mitochondrial (CDH) (CHD) (EC 1.1.99.1)
Q8NE62	PGA_scaffold67352__1_contigs__length_20103:18961-19198	Choline dehydrogenase, mitochondrial (CDH) (CHD) (EC 1.1.99.1)
Q8NEM8	PGA_scaffold63045__1_contigs__length_3988:734-998	Cytosolic carboxypeptidase 3 (EC 3.4.17.-) (ATP/GTP-binding protein-like 3)
Q8NEN0	PGA_scaffold3__111_contigs__length_57743597:4363200-4371462	Armadillo repeat-containing protein 2
Q8NEP9	PGA_scaffold4__129_contigs__length_65288255:56265617-56268557	Zinc finger protein 555
Q8NET6	PGA_scaffold6__104_contigs__length_61759565:43930830-43937342	Carbohydrate sulfotransferase 13 (EC 2.8.2.5) (Chondroitin 4-O-sulfotransferase 3) (Chondroitin 4-sulfotransferase 3) (C4ST-3) (C4ST3)
Q8NET8	PGA_scaffold67602__1_contigs__length_6382:2441-4127	Transient receptor potential cation channel subfamily V member 3 (TrpV3) (Vanilloid receptor-like 3) (VRL-3)
Q8NEV4	PGA_scaffold20837__1_contigs__length_9020:1391-8173	Myosin-IIIa (EC 2.7.11.1)
Q8NEV4	PGA_scaffold63748__1_contigs__length_33842:808-7450	Myosin-IIIa (EC 2.7.11.1)
Q8NF99	PGA_scaffold12__71_contigs__length_50438331:33891614-33892979	Zinc finger protein 397 (Zinc finger and SCAN domain-containing protein 15) (Zinc finger protein 47)
Q8NFA0	PGA_scaffold6__104_contigs__length_61759565:60891360-60938291	Ubiquitin carboxyl-terminal hydrolase 32 (EC 3.4.19.12) (Deubiquitinating enzyme 32) (Renal carcinoma antigen NY-REN-60) (Ubiquitin thioesterase 32) (Ubiquitin-specific-processing protease 32)
Q8NFD2	PGA_scaffold6__104_contigs__length_61759565:36182425-36201005	Ankyrin repeat and protein kinase domain-containing protein 1 (EC 2.7.11.1) (Protein kinase PKK2) (Sugen kinase 288) (SgK288) (X-kinase)
Q8NFH3	PGA_scaffold3__111_contigs__length_57743597:56460490-56482389	Nucleoporin Nup43 (Nup107-160 subcomplex subunit Nup43) (p42)
Q8NFH4	PGA_scaffold17663__1_contigs__length_6153:320-3706	Nucleoporin Nup37 (p37) (Nup107-160 subcomplex subunit Nup37)
Q8NFH4	PGA_scaffold18804__1_contigs__length_7076:1516-6749	Nucleoporin Nup37 (p37) (Nup107-160 subcomplex subunit Nup37)
Q8NFT8	PGA_scaffold190__1_contigs__length_18405:14656-15181	Delta and Notch-like epidermal growth factor-related receptor
Q8NFZ3	PGA_scaffold3__111_contigs__length_57743597:35207411-35213478	Neuroligin-4, Y-linked (Neuroligin Y)
Q8NFZ3	PGA_scaffold4__129_contigs__length_65288255:62210495-62214882	Neuroligin-4, Y-linked (Neuroligin Y)
Q8NFZ4	PGA_scaffold70116__1_contigs__length_1958:1328-1958	Neuroligin-2
Q8NHM5	PGA_scaffold6__104_contigs__length_61759565:3422049-3444736	Lysine-specific demethylase 2B (EC 1.14.11.27) (CXXC-type zinc finger protein 2) (F-box and leucine-rich repeat protein 10) (F-box protein FBL10) (F-box/LRR-repeat protein 10) (JmjC domain-containing histone demethylation protein 1B) (Jumonji domain-containing EMSY-interactor methyltransferase motif protein) (Protein JEMMA) (Protein-containing CXXC domain 2) ([Histone-H3]-lysine-36 demethylase 1B)
Q8NHV1	PGA_scaffold273__1_contigs__length_7192:5199-6066	GTPase IMAP family member 7 (Immunity-associated nucleotide 7 protein) (IAN-7)
Q8NHV1	PGA_scaffold63193__1_contigs__length_8619:4782-8074	GTPase IMAP family member 7 (Immunity-associated nucleotide 7 protein) (IAN-7)
Q8NHV1	PGA_scaffold67190__1_contigs__length_2553:680-1664	GTPase IMAP family member 7 (Immunity-associated nucleotide 7 protein) (IAN-7)
Q8NI99	PGA_scaffold4__129_contigs__length_65288255:23931195-23931369	Angiopoietin-related protein 6 (Angiopoietin-like protein 6) (Angiopoietin-related growth factor) (Angiopoietin-related protein 5)
Q8QFV0	PGA_scaffold258__1_contigs__length_1101056:41477-53379	Potassium channel subfamily T member 1 (Sequence like a calcium-activated potassium channel subunit)
Q8QG61	PGA_scaffold121556__1_contigs__length_5262:49-4672	Cryptochrome-1
Q8QG61	PGA_scaffold121557__1_contigs__length_2923:43-1516	Cryptochrome-1
Q8QG61	PGA_scaffold121559__1_contigs__length_5262:590-5213	Cryptochrome-1
Q8QG61	PGA_scaffold121560__1_contigs__length_2923:1407-2880	Cryptochrome-1
Q8QG61	PGA_scaffold157518__1_contigs__length_5262:49-4672	Cryptochrome-1
Q8QG61	PGA_scaffold157519__1_contigs__length_2923:43-1516	Cryptochrome-1
Q8QG61	PGA_scaffold157520__1_contigs__length_5262:590-5213	Cryptochrome-1
Q8QG61	PGA_scaffold157521__1_contigs__length_2923:1407-2880	Cryptochrome-1
Q8QG61	PGA_scaffold201630__1_contigs__length_3131:1115-2155	Cryptochrome-1
Q8QG61	PGA_scaffold201631__1_contigs__length_3889:1587-2612	Cryptochrome-1
Q8QG61	PGA_scaffold201632__1_contigs__length_3131:976-2016	Cryptochrome-1
Q8QG61	PGA_scaffold201633__1_contigs__length_3889:1277-2302	Cryptochrome-1
Q8QG61	PGA_scaffold204044__1_contigs__length_3131:1115-2155	Cryptochrome-1
Q8QG61	PGA_scaffold204045__1_contigs__length_3889:1587-2612	Cryptochrome-1
Q8QG61	PGA_scaffold204046__1_contigs__length_3131:976-2016	Cryptochrome-1
Q8QG61	PGA_scaffold204047__1_contigs__length_3889:1277-2302	Cryptochrome-1
Q8QG61	PGA_scaffold3__111_contigs__length_57743597:56277400-56311005	Cryptochrome-1
Q8QG61	PGA_scaffold61317__1_contigs__length_19069:3490-10641	Cryptochrome-1
Q8QGV2	PGA_scaffold3__111_contigs__length_57743597:41213997-41226290	Wee1-like protein kinase 1-B (EC 2.7.10.2) (Zygotic wee1-like protein kinase 1B) (Xe-Wee1B) (XeWee1B)
Q8QGV6	PGA_scaffold6__104_contigs__length_61759565:37455383-37465973	Serine/threonine-protein kinase NLK2 (EC 2.7.11.24) (Nemo-like kinase 2) (Nlk.2) (xNLK)
Q8QGX4	PGA_scaffold263690__1_contigs__length_21059:12855-15618	DNA-dependent protein kinase catalytic subunit (DNA-PK catalytic subunit) (DNA-PKcs) (EC 2.7.11.1)
Q8QGX4	PGA_scaffold263691__1_contigs__length_21059:5441-8204	DNA-dependent protein kinase catalytic subunit (DNA-PK catalytic subunit) (DNA-PKcs) (EC 2.7.11.1)
Q8QGX4	PGA_scaffold264790__1_contigs__length_21059:12855-15618	DNA-dependent protein kinase catalytic subunit (DNA-PK catalytic subunit) (DNA-PKcs) (EC 2.7.11.1)
Q8QGX4	PGA_scaffold264791__1_contigs__length_21059:5441-8204	DNA-dependent protein kinase catalytic subunit (DNA-PK catalytic subunit) (DNA-PKcs) (EC 2.7.11.1)
Q8QZR1	PGA_scaffold47159__1_contigs__length_8841:2174-8520	Tyrosine aminotransferase (TAT) (EC 2.6.1.5) (L-tyrosine:2-oxoglutarate aminotransferase)
Q8QZR1	PGA_scaffold59969__1_contigs__length_10577:4484-10256	Tyrosine aminotransferase (TAT) (EC 2.6.1.5) (L-tyrosine:2-oxoglutarate aminotransferase)
Q8QZV4	PGA_scaffold12__71_contigs__length_50438331:30027691-30041818	Serine/threonine-protein kinase 32C (EC 2.7.11.1)
Q8R050	PGA_scaffold34920__1_contigs__length_1391:810-882	Eukaryotic peptide chain release factor GTP-binding subunit ERF3A (Eukaryotic peptide chain release factor subunit 3a) (eRF3a) (G1 to S phase transition protein 1 homolog)
Q8R054	PGA_scaffold310736__1_contigs__length_1765:360-603	Sushi repeat-containing protein SRPX2
Q8R054	PGA_scaffold310749__1_contigs__length_1765:1162-1405	Sushi repeat-containing protein SRPX2
Q8R054	PGA_scaffold310840__1_contigs__length_1765:360-603	Sushi repeat-containing protein SRPX2
Q8R054	PGA_scaffold310853__1_contigs__length_1765:1162-1405	Sushi repeat-containing protein SRPX2
Q8R066	PGA_scaffold4__129_contigs__length_65288255:39601788-39604064	Complement C1q tumor necrosis factor-related protein 4
Q8R066	PGA_scaffold57901__1_contigs__length_33405:22574-23751	Complement C1q tumor necrosis factor-related protein 4
Q8R0F8	PGA_scaffold12__71_contigs__length_50438331:18376824-18381241	Acylpyruvase FAHD1, mitochondrial (EC 3.7.1.5) (Fumarylacetoacetate hydrolase domain-containing protein 1) (Oxaloacetate decarboxylase) (OAA decarboxylase) (EC 4.1.1.3)
Q8R0F8	PGA_scaffold12__71_contigs__length_50438331:46391756-46398039	Acylpyruvase FAHD1, mitochondrial (EC 3.7.1.5) (Fumarylacetoacetate hydrolase domain-containing protein 1) (Oxaloacetate decarboxylase) (OAA decarboxylase) (EC 4.1.1.3)
Q8R0M8	PGA_scaffold17340__1_contigs__length_1417:400-1416	Monocarboxylate transporter 5 (MCT 5)
Q8R0M8	PGA_scaffold20555__1_contigs__length_4053:216-1225	Monocarboxylate transporter 5 (MCT 5)
Q8R0M8	PGA_scaffold33287__1_contigs__length_25380:15927-17202	Monocarboxylate transporter 5 (MCT 5)
Q8R0M8	PGA_scaffold49164__1_contigs__length_16303:3006-4526	Monocarboxylate transporter 5 (MCT 5)
Q8R0M8	PGA_scaffold68703__1_contigs__length_10874:1254-4986	Monocarboxylate transporter 5 (MCT 5)
Q8R0T2	PGA_scaffold3__111_contigs__length_57743597:8582012-8586645	Zinc finger protein 768
Q8R0Z6	PGA_scaffold57590__1_contigs__length_3595:1163-1436	Angiopoietin-related protein 6 (Angiopoietin-like protein 6) (Angiopoietin-related growth factor)
Q8R0Z6	PGA_scaffold79318__1_contigs__length_3089:223-463	Angiopoietin-related protein 6 (Angiopoietin-like protein 6) (Angiopoietin-related growth factor)
