A0A0H2VCA1	PGA_scaffold53906__1_contigs__length_4067:460-2508	GO:0009279; GO:0009405; GO:0009986; GO:0016021
Q9P2E9	PGA_scaffold282402__1_contigs__length_3276:2937-3165	GO:0001649; GO:0003723; GO:0004872; GO:0005783; GO:0005840; GO:0006412; GO:0015031; GO:0016020; GO:0030176
Q9P2E9	PGA_scaffold282403__1_contigs__length_3276:111-339	GO:0001649; GO:0003723; GO:0004872; GO:0005783; GO:0005840; GO:0006412; GO:0015031; GO:0016020; GO:0030176
Q9P2E9	PGA_scaffold47596__1_contigs__length_5294:671-1641	GO:0001649; GO:0003723; GO:0004872; GO:0005783; GO:0005840; GO:0006412; GO:0015031; GO:0016020; GO:0030176
Q9P2G1	PGA_scaffold131380__1_contigs__length_5778:198-5662	GO:0000151; GO:0000209; GO:0005737; GO:0031624; GO:0032436; GO:0042787; GO:0046872; GO:0061630
Q9P2G1	PGA_scaffold131381__1_contigs__length_5950:2505-5832	GO:0000151; GO:0000209; GO:0005737; GO:0031624; GO:0032436; GO:0042787; GO:0046872; GO:0061630
Q9P2G1	PGA_scaffold131382__1_contigs__length_5778:116-5580	GO:0000151; GO:0000209; GO:0005737; GO:0031624; GO:0032436; GO:0042787; GO:0046872; GO:0061630
Q9P2G1	PGA_scaffold131383__1_contigs__length_5950:118-3445	GO:0000151; GO:0000209; GO:0005737; GO:0031624; GO:0032436; GO:0042787; GO:0046872; GO:0061630
Q9P2G1	PGA_scaffold148398__1_contigs__length_5778:116-5580	GO:0000151; GO:0000209; GO:0005737; GO:0031624; GO:0032436; GO:0042787; GO:0046872; GO:0061630
Q9P2G1	PGA_scaffold148399__1_contigs__length_5950:118-3445	GO:0000151; GO:0000209; GO:0005737; GO:0031624; GO:0032436; GO:0042787; GO:0046872; GO:0061630
Q9P2G1	PGA_scaffold148400__1_contigs__length_5778:198-5662	GO:0000151; GO:0000209; GO:0005737; GO:0031624; GO:0032436; GO:0042787; GO:0046872; GO:0061630
Q9P2G1	PGA_scaffold148401__1_contigs__length_5950:2505-5832	GO:0000151; GO:0000209; GO:0005737; GO:0031624; GO:0032436; GO:0042787; GO:0046872; GO:0061630
Q9P2G9	PGA_scaffold4__129_contigs__length_65288255:29647327-29651330	GO:0005654; GO:0016567; GO:0031463; GO:0042787
Q9P2G9	PGA_scaffold4__129_contigs__length_65288255:29662438-29667949	GO:0005654; GO:0016567; GO:0031463; GO:0042787
Q9P2P1	PGA_scaffold230529__1_contigs__length_9943:5142-5826	GO:0003676; GO:0015074; GO:0016021
Q9P2P1	PGA_scaffold230530__1_contigs__length_9943:4117-4801	GO:0003676; GO:0015074; GO:0016021
Q9P2P1	PGA_scaffold241892__1_contigs__length_9943:5142-5826	GO:0003676; GO:0015074; GO:0016021
Q9P2P1	PGA_scaffold241893__1_contigs__length_9943:4117-4801	GO:0003676; GO:0015074; GO:0016021
Q9P2P1	PGA_scaffold253061__1_contigs__length_4540:264-2472	GO:0003676; GO:0015074; GO:0016021
Q9P2P1	PGA_scaffold253062__1_contigs__length_4540:2068-4276	GO:0003676; GO:0015074; GO:0016021
Q9P2P1	PGA_scaffold71613__1_contigs__length_1149:430-1144	GO:0003676; GO:0015074; GO:0016021
Q9P2S5	PGA_scaffold70417__1_contigs__length_22711:18108-19842	GO:0005813; GO:0005814; GO:0030030; GO:0036064; GO:0090307; GO:1902857
Q9P2Y5	PGA_scaffold126407__1_contigs__length_6242:3737-5546	GO:0000149; GO:0000775; GO:0005737; GO:0005764; GO:0005769; GO:0005770; GO:0005783; GO:0005813; GO:0006281; GO:0006890; GO:0006914; GO:0007051; GO:0007059; GO:0007098; GO:0017124; GO:0030496; GO:0032465; GO:0032801; GO:0035493; GO:0043234; GO:0045335; GO:0046718; GO:0051684; GO:0060627; GO:0071900; GO:0071985; GO:0097680; GO:1901098
Q9P2Y5	PGA_scaffold126408__1_contigs__length_6371:3819-5625	GO:0000149; GO:0000775; GO:0005737; GO:0005764; GO:0005769; GO:0005770; GO:0005783; GO:0005813; GO:0006281; GO:0006890; GO:0006914; GO:0007051; GO:0007059; GO:0007098; GO:0017124; GO:0030496; GO:0032465; GO:0032801; GO:0035493; GO:0043234; GO:0045335; GO:0046718; GO:0051684; GO:0060627; GO:0071900; GO:0071985; GO:0097680; GO:1901098
Q9P2Y5	PGA_scaffold126409__1_contigs__length_6242:696-2505	GO:0000149; GO:0000775; GO:0005737; GO:0005764; GO:0005769; GO:0005770; GO:0005783; GO:0005813; GO:0006281; GO:0006890; GO:0006914; GO:0007051; GO:0007059; GO:0007098; GO:0017124; GO:0030496; GO:0032465; GO:0032801; GO:0035493; GO:0043234; GO:0045335; GO:0046718; GO:0051684; GO:0060627; GO:0071900; GO:0071985; GO:0097680; GO:1901098
Q9P2Y5	PGA_scaffold126410__1_contigs__length_6371:746-2552	GO:0000149; GO:0000775; GO:0005737; GO:0005764; GO:0005769; GO:0005770; GO:0005783; GO:0005813; GO:0006281; GO:0006890; GO:0006914; GO:0007051; GO:0007059; GO:0007098; GO:0017124; GO:0030496; GO:0032465; GO:0032801; GO:0035493; GO:0043234; GO:0045335; GO:0046718; GO:0051684; GO:0060627; GO:0071900; GO:0071985; GO:0097680; GO:1901098
Q9P2Y5	PGA_scaffold137933__1_contigs__length_6242:3737-5546	GO:0000149; GO:0000775; GO:0005737; GO:0005764; GO:0005769; GO:0005770; GO:0005783; GO:0005813; GO:0006281; GO:0006890; GO:0006914; GO:0007051; GO:0007059; GO:0007098; GO:0017124; GO:0030496; GO:0032465; GO:0032801; GO:0035493; GO:0043234; GO:0045335; GO:0046718; GO:0051684; GO:0060627; GO:0071900; GO:0071985; GO:0097680; GO:1901098
Q9P2Y5	PGA_scaffold137934__1_contigs__length_6371:3819-5625	GO:0000149; GO:0000775; GO:0005737; GO:0005764; GO:0005769; GO:0005770; GO:0005783; GO:0005813; GO:0006281; GO:0006890; GO:0006914; GO:0007051; GO:0007059; GO:0007098; GO:0017124; GO:0030496; GO:0032465; GO:0032801; GO:0035493; GO:0043234; GO:0045335; GO:0046718; GO:0051684; GO:0060627; GO:0071900; GO:0071985; GO:0097680; GO:1901098
Q9P2Y5	PGA_scaffold137935__1_contigs__length_6242:696-2505	GO:0000149; GO:0000775; GO:0005737; GO:0005764; GO:0005769; GO:0005770; GO:0005783; GO:0005813; GO:0006281; GO:0006890; GO:0006914; GO:0007051; GO:0007059; GO:0007098; GO:0017124; GO:0030496; GO:0032465; GO:0032801; GO:0035493; GO:0043234; GO:0045335; GO:0046718; GO:0051684; GO:0060627; GO:0071900; GO:0071985; GO:0097680; GO:1901098
Q9P2Y5	PGA_scaffold137936__1_contigs__length_6371:746-2552	GO:0000149; GO:0000775; GO:0005737; GO:0005764; GO:0005769; GO:0005770; GO:0005783; GO:0005813; GO:0006281; GO:0006890; GO:0006914; GO:0007051; GO:0007059; GO:0007098; GO:0017124; GO:0030496; GO:0032465; GO:0032801; GO:0035493; GO:0043234; GO:0045335; GO:0046718; GO:0051684; GO:0060627; GO:0071900; GO:0071985; GO:0097680; GO:1901098
Q9P2Z0	PGA_scaffold46507__1_contigs__length_6989:6202-6658	GO:0003677; GO:0046872
Q9P6I3	PGA_scaffold4__129_contigs__length_65288255:59945720-59948470	GO:0005783; GO:0005789; GO:0008496; GO:0009272; GO:0016021; GO:0030447; GO:0031362; GO:0046379; GO:0051692
Q9PTP1	PGA_scaffold32511__1_contigs__length_13229:64-289	GO:0003677; GO:0005634; GO:0006272; GO:0006275; GO:0006298; GO:0009617; GO:0014823; GO:0019985; GO:0030337; GO:0043626; GO:0070557
Q9PTS8	PGA_scaffold17589__1_contigs__length_5167:1246-2551	GO:0005262; GO:0005892; GO:0007204; GO:0022848; GO:0030054; GO:0042472; GO:0045211; GO:0050910
Q9PTS8	PGA_scaffold2362__1_contigs__length_1027:2-488	GO:0005262; GO:0005892; GO:0007204; GO:0022848; GO:0030054; GO:0042472; GO:0045211; GO:0050910
Q9PTS8	PGA_scaffold67284__1_contigs__length_8468:5174-5651	GO:0005262; GO:0005892; GO:0007204; GO:0022848; GO:0030054; GO:0042472; GO:0045211; GO:0050910
Q9PUE4	PGA_scaffold43930__1_contigs__length_21082:171-11631	GO:0000139; GO:0005198; GO:0006886; GO:0016192; GO:0030126
Q9PUE4	PGA_scaffold46091__1_contigs__length_30400:4196-21187	GO:0000139; GO:0005198; GO:0006886; GO:0016192; GO:0030126
Q9PUT6	PGA_scaffold4__129_contigs__length_65288255:43971386-43980171	GO:0000287; GO:0004438; GO:0004722; GO:0004725; GO:0005737; GO:0006470; GO:0006915; GO:0008138; GO:0008285; GO:0008289; GO:0010975; GO:0016314; GO:0016605; GO:0030165; GO:0030336; GO:0031647; GO:0043491; GO:0046855; GO:0046856; GO:0051717; GO:0051800; GO:0051895; GO:0051898
Q9PVQ1	PGA_scaffold44288__1_contigs__length_13802:2021-9124	GO:0004298; GO:0005634; GO:0005737; GO:0005839; GO:0006511; GO:0019773
Q9PW71	PGA_scaffold12__71_contigs__length_50438331:32394735-32413762	GO:0000188; GO:0001706; GO:0004725; GO:0005634; GO:0008330; GO:0016311; GO:0016791; GO:0017017; GO:0035335; GO:0035970; GO:0070373; GO:1990439
Q9PWH2	PGA_scaffold3__111_contigs__length_57743597:53901367-53902837	GO:0004930; GO:0005886; GO:0007275; GO:0016021; GO:0017147; GO:0035567; GO:0042813; GO:0060070
Q9QUG2	PGA_scaffold71477__1_contigs__length_29106:958-22248	GO:0003684; GO:0003887; GO:0005634; GO:0005654; GO:0006260; GO:0006281; GO:0006297; GO:0016604; GO:0046872
Q9QUK6	PGA_scaffold9521__1_contigs__length_2407:251-2405	GO:0000187; GO:0001530; GO:0001875; GO:0002218; GO:0002224; GO:0002322; GO:0002537; GO:0002730; GO:0002755; GO:0004888; GO:0005737; GO:0005886; GO:0005887; GO:0007250; GO:0007252; GO:0009617; GO:0009897; GO:0009986; GO:0010572; GO:0010628; GO:0014002; GO:0030890; GO:0031226; GO:0031663; GO:0032496; GO:0032497; GO:0032609; GO:0032689; GO:0032700; GO:0032707; GO:0032715; GO:0032720; GO:0032722; GO:0032727; GO:0032728; GO:0032729; GO:0032732; GO:0032733; GO:0032735; GO:0032755; GO:0032757; GO:0032760; GO:0032874; GO:0034142; GO:0042116; GO:0042346; GO:0042535; GO:0043123; GO:0045084; GO:0045087; GO:0045348; GO:0045359; GO:0045362; GO:0045368; GO:0045410; GO:0045416; GO:0045429; GO:0045576; GO:0045944; GO:0046330; GO:0046696; GO:0048471; GO:0050671; GO:0050702; GO:0050707; GO:0050727; GO:0050829; GO:0051092; GO:0051770; GO:0060729; GO:0060907; GO:0070373; GO:0070374; GO:0070430; GO:0070434; GO:0071222; GO:0071223; GO:0071260; GO:1900227
Q9QUP4	PGA_scaffold71310__1_contigs__length_31572:107-7261	GO:0000139; GO:0001517; GO:0005975; GO:0006044; GO:0006790; GO:0016021; GO:0018146
Q9QUS6	PGA_scaffold70995__1_contigs__length_9192:7032-9106	GO:0005737; GO:0005874; GO:0008017; GO:0008270; GO:0010508; GO:0016567; GO:0016740; GO:0032897; GO:0035372; GO:0042802; GO:0042803; GO:0043123; GO:0045087; GO:0046597; GO:0046982; GO:0051091; GO:0051092; GO:0051219; GO:0070062; GO:1902187
Q9QW30	PGA_scaffold119591__1_contigs__length_1121:682-787	GO:0001709; GO:0002315; GO:0004872; GO:0005509; GO:0005576; GO:0005634; GO:0005829; GO:0005886; GO:0005887; GO:0006351; GO:0006355; GO:0007050; GO:0007219; GO:0008285; GO:0009887; GO:0009986; GO:0016049; GO:0042246; GO:0046579; GO:0050793
Q9QW30	PGA_scaffold119593__1_contigs__length_1121:334-439	GO:0001709; GO:0002315; GO:0004872; GO:0005509; GO:0005576; GO:0005634; GO:0005829; GO:0005886; GO:0005887; GO:0006351; GO:0006355; GO:0007050; GO:0007219; GO:0008285; GO:0009887; GO:0009986; GO:0016049; GO:0042246; GO:0046579; GO:0050793
Q9QW30	PGA_scaffold128535__1_contigs__length_1121:682-787	GO:0001709; GO:0002315; GO:0004872; GO:0005509; GO:0005576; GO:0005634; GO:0005829; GO:0005886; GO:0005887; GO:0006351; GO:0006355; GO:0007050; GO:0007219; GO:0008285; GO:0009887; GO:0009986; GO:0016049; GO:0042246; GO:0046579; GO:0050793
Q9QW30	PGA_scaffold128537__1_contigs__length_1121:334-439	GO:0001709; GO:0002315; GO:0004872; GO:0005509; GO:0005576; GO:0005634; GO:0005829; GO:0005886; GO:0005887; GO:0006351; GO:0006355; GO:0007050; GO:0007219; GO:0008285; GO:0009887; GO:0009986; GO:0016049; GO:0042246; GO:0046579; GO:0050793
Q9QW30	PGA_scaffold206431__1_contigs__length_2634:205-2281	GO:0001709; GO:0002315; GO:0004872; GO:0005509; GO:0005576; GO:0005634; GO:0005829; GO:0005886; GO:0005887; GO:0006351; GO:0006355; GO:0007050; GO:0007219; GO:0008285; GO:0009887; GO:0009986; GO:0016049; GO:0042246; GO:0046579; GO:0050793
Q9QW30	PGA_scaffold206433__1_contigs__length_2634:353-2429	GO:0001709; GO:0002315; GO:0004872; GO:0005509; GO:0005576; GO:0005634; GO:0005829; GO:0005886; GO:0005887; GO:0006351; GO:0006355; GO:0007050; GO:0007219; GO:0008285; GO:0009887; GO:0009986; GO:0016049; GO:0042246; GO:0046579; GO:0050793
Q9QW30	PGA_scaffold208527__1_contigs__length_2634:205-2281	GO:0001709; GO:0002315; GO:0004872; GO:0005509; GO:0005576; GO:0005634; GO:0005829; GO:0005886; GO:0005887; GO:0006351; GO:0006355; GO:0007050; GO:0007219; GO:0008285; GO:0009887; GO:0009986; GO:0016049; GO:0042246; GO:0046579; GO:0050793
Q9QW30	PGA_scaffold208529__1_contigs__length_2634:353-2429	GO:0001709; GO:0002315; GO:0004872; GO:0005509; GO:0005576; GO:0005634; GO:0005829; GO:0005886; GO:0005887; GO:0006351; GO:0006355; GO:0007050; GO:0007219; GO:0008285; GO:0009887; GO:0009986; GO:0016049; GO:0042246; GO:0046579; GO:0050793
Q9QW30	PGA_scaffold224025__1_contigs__length_3902:494-2132	GO:0001709; GO:0002315; GO:0004872; GO:0005509; GO:0005576; GO:0005634; GO:0005829; GO:0005886; GO:0005887; GO:0006351; GO:0006355; GO:0007050; GO:0007219; GO:0008285; GO:0009887; GO:0009986; GO:0016049; GO:0042246; GO:0046579; GO:0050793
Q9QW30	PGA_scaffold227187__1_contigs__length_3902:494-2132	GO:0001709; GO:0002315; GO:0004872; GO:0005509; GO:0005576; GO:0005634; GO:0005829; GO:0005886; GO:0005887; GO:0006351; GO:0006355; GO:0007050; GO:0007219; GO:0008285; GO:0009887; GO:0009986; GO:0016049; GO:0042246; GO:0046579; GO:0050793
Q9QWK4	PGA_scaffold4__129_contigs__length_65288255:22743123-22767539	GO:0002376; GO:0005044; GO:0005737; GO:0006915; GO:0006954; GO:0016020; GO:0070062; GO:0072562
Q9QX47	PGA_scaffold4__129_contigs__length_65288255:10603983-10604917	GO:0000226; GO:0000281; GO:0003677; GO:0003723; GO:0006351; GO:0006355; GO:0006397; GO:0008380; GO:0016607; GO:0043066; GO:0043484; GO:0048024; GO:0050733; GO:0051726
Q9QX47	PGA_scaffold6__104_contigs__length_61759565:23388580-23389762	GO:0000226; GO:0000281; GO:0003677; GO:0003723; GO:0006351; GO:0006355; GO:0006397; GO:0008380; GO:0016607; GO:0043066; GO:0043484; GO:0048024; GO:0050733; GO:0051726
Q9QX47	PGA_scaffold6__104_contigs__length_61759565:23791577-23792759	GO:0000226; GO:0000281; GO:0003677; GO:0003723; GO:0006351; GO:0006355; GO:0006397; GO:0008380; GO:0016607; GO:0043066; GO:0043484; GO:0048024; GO:0050733; GO:0051726
Q9QX82	PGA_scaffold3__111_contigs__length_57743597:25955409-25964067	GO:0005764; GO:0005765; GO:0005768; GO:0005886; GO:0007157; GO:0007517; GO:0010008; GO:0016021
Q9QXA6	PGA_scaffold111597__1_contigs__length_7230:5099-6103	GO:0005886; GO:0005887; GO:0015175; GO:0015184; GO:0015297; GO:0015804; GO:0015811; GO:0016324; GO:0031526; GO:0042605
Q9QXA6	PGA_scaffold111598__1_contigs__length_8148:5794-7312	GO:0005886; GO:0005887; GO:0015175; GO:0015184; GO:0015297; GO:0015804; GO:0015811; GO:0016324; GO:0031526; GO:0042605
Q9QXA6	PGA_scaffold111601__1_contigs__length_7230:1127-2131	GO:0005886; GO:0005887; GO:0015175; GO:0015184; GO:0015297; GO:0015804; GO:0015811; GO:0016324; GO:0031526; GO:0042605
Q9QXA6	PGA_scaffold111602__1_contigs__length_8148:836-2354	GO:0005886; GO:0005887; GO:0015175; GO:0015184; GO:0015297; GO:0015804; GO:0015811; GO:0016324; GO:0031526; GO:0042605
Q9QXA6	PGA_scaffold112243__1_contigs__length_7230:5099-6103	GO:0005886; GO:0005887; GO:0015175; GO:0015184; GO:0015297; GO:0015804; GO:0015811; GO:0016324; GO:0031526; GO:0042605
Q9QXA6	PGA_scaffold112244__1_contigs__length_8148:5794-7312	GO:0005886; GO:0005887; GO:0015175; GO:0015184; GO:0015297; GO:0015804; GO:0015811; GO:0016324; GO:0031526; GO:0042605
Q9QXA6	PGA_scaffold112247__1_contigs__length_7230:1127-2131	GO:0005886; GO:0005887; GO:0015175; GO:0015184; GO:0015297; GO:0015804; GO:0015811; GO:0016324; GO:0031526; GO:0042605
Q9QXA6	PGA_scaffold112248__1_contigs__length_8148:836-2354	GO:0005886; GO:0005887; GO:0015175; GO:0015184; GO:0015297; GO:0015804; GO:0015811; GO:0016324; GO:0031526; GO:0042605
Q9QXN5	PGA_scaffold290094__1_contigs__length_1269:749-968	GO:0004033; GO:0005737; GO:0008199; GO:0016234; GO:0016491; GO:0016651; GO:0016701; GO:0019310; GO:0050113; GO:0070062
Q9QXN5	PGA_scaffold290095__1_contigs__length_1238:713-893	GO:0004033; GO:0005737; GO:0008199; GO:0016234; GO:0016491; GO:0016651; GO:0016701; GO:0019310; GO:0050113; GO:0070062
Q9QXN5	PGA_scaffold290098__1_contigs__length_1269:301-520	GO:0004033; GO:0005737; GO:0008199; GO:0016234; GO:0016491; GO:0016651; GO:0016701; GO:0019310; GO:0050113; GO:0070062
Q9QXN5	PGA_scaffold290099__1_contigs__length_1238:345-525	GO:0004033; GO:0005737; GO:0008199; GO:0016234; GO:0016491; GO:0016651; GO:0016701; GO:0019310; GO:0050113; GO:0070062
Q9QXN5	PGA_scaffold44317__1_contigs__length_3522:1109-2941	GO:0004033; GO:0005737; GO:0008199; GO:0016234; GO:0016491; GO:0016651; GO:0016701; GO:0019310; GO:0050113; GO:0070062
Q9QXN5	PGA_scaffold66077__1_contigs__length_6520:122-3522	GO:0004033; GO:0005737; GO:0008199; GO:0016234; GO:0016491; GO:0016651; GO:0016701; GO:0019310; GO:0050113; GO:0070062
Q9QXP4	PGA_scaffold3__111_contigs__length_57743597:55568883-55587598	GO:0005634; GO:0007275; GO:0033260
Q9QXT6	PGA_scaffold167989__1_contigs__length_2649:802-1342	GO:0005102; GO:0005125; GO:0005615; GO:0006954; GO:0030593; GO:1900017
Q9QXT6	PGA_scaffold167990__1_contigs__length_2720:797-1337	GO:0005102; GO:0005125; GO:0005615; GO:0006954; GO:0030593; GO:1900017
Q9QXT6	PGA_scaffold167991__1_contigs__length_2649:1307-1847	GO:0005102; GO:0005125; GO:0005615; GO:0006954; GO:0030593; GO:1900017
Q9QXT6	PGA_scaffold167992__1_contigs__length_2720:1383-1923	GO:0005102; GO:0005125; GO:0005615; GO:0006954; GO:0030593; GO:1900017
Q9QXT6	PGA_scaffold169383__1_contigs__length_2649:802-1342	GO:0005102; GO:0005125; GO:0005615; GO:0006954; GO:0030593; GO:1900017
Q9QXT6	PGA_scaffold169384__1_contigs__length_2720:797-1337	GO:0005102; GO:0005125; GO:0005615; GO:0006954; GO:0030593; GO:1900017
Q9QXT6	PGA_scaffold169385__1_contigs__length_2649:1307-1847	GO:0005102; GO:0005125; GO:0005615; GO:0006954; GO:0030593; GO:1900017
Q9QXT6	PGA_scaffold169386__1_contigs__length_2720:1383-1923	GO:0005102; GO:0005125; GO:0005615; GO:0006954; GO:0030593; GO:1900017
Q9QXZ7	PGA_scaffold72439__1_contigs__length_7108:305-2349	GO:0000122; GO:0000978; GO:0003700; GO:0003707; GO:0004879; GO:0005634; GO:0005667; GO:0006351; GO:0008270; GO:0008285; GO:0042462; GO:0043565; GO:0045872; GO:0045944; GO:0060041
Q9QYF1	PGA_scaffold302698__1_contigs__length_3086:61-2699	GO:0001917; GO:0004745; GO:0005622; GO:0005789; GO:0016021; GO:0016062; GO:0016491; GO:0042572; GO:0042574; GO:0052650
Q9QYF1	PGA_scaffold302699__1_contigs__length_3086:387-3025	GO:0001917; GO:0004745; GO:0005622; GO:0005789; GO:0016021; GO:0016062; GO:0016491; GO:0042572; GO:0042574; GO:0052650
Q9QYF1	PGA_scaffold302701__1_contigs__length_3098:82-2711	GO:0001917; GO:0004745; GO:0005622; GO:0005789; GO:0016021; GO:0016062; GO:0016491; GO:0042572; GO:0042574; GO:0052650
Q9QYF1	PGA_scaffold302705__1_contigs__length_3098:387-3016	GO:0001917; GO:0004745; GO:0005622; GO:0005789; GO:0016021; GO:0016062; GO:0016491; GO:0042572; GO:0042574; GO:0052650
Q9QYJ2	PGA_scaffold307200__1_contigs__length_11232:1020-10654	GO:0005096; GO:0005737; GO:0031235; GO:0034605; GO:0035556; GO:0046580; GO:0046872
Q9QYJ2	PGA_scaffold307201__1_contigs__length_10597:1012-10292	GO:0005096; GO:0005737; GO:0031235; GO:0034605; GO:0035556; GO:0046580; GO:0046872
Q9QYJ2	PGA_scaffold307202__1_contigs__length_11232:578-10212	GO:0005096; GO:0005737; GO:0031235; GO:0034605; GO:0035556; GO:0046580; GO:0046872
Q9QYJ2	PGA_scaffold307203__1_contigs__length_10597:305-9585	GO:0005096; GO:0005737; GO:0031235; GO:0034605; GO:0035556; GO:0046580; GO:0046872
Q9QYM0	PGA_scaffold202225__1_contigs__length_4689:412-927	GO:0005524; GO:0005887; GO:0008514; GO:0032496; GO:0032868; GO:0042626; GO:0048471; GO:0055085
Q9QYM0	PGA_scaffold202226__1_contigs__length_4604:439-938	GO:0005524; GO:0005887; GO:0008514; GO:0032496; GO:0032868; GO:0042626; GO:0048471; GO:0055085
Q9QYM0	PGA_scaffold202229__1_contigs__length_4689:3762-4277	GO:0005524; GO:0005887; GO:0008514; GO:0032496; GO:0032868; GO:0042626; GO:0048471; GO:0055085
Q9QYM0	PGA_scaffold202230__1_contigs__length_4604:3666-4165	GO:0005524; GO:0005887; GO:0008514; GO:0032496; GO:0032868; GO:0042626; GO:0048471; GO:0055085
Q9QYM0	PGA_scaffold203627__1_contigs__length_4689:412-927	GO:0005524; GO:0005887; GO:0008514; GO:0032496; GO:0032868; GO:0042626; GO:0048471; GO:0055085
Q9QYM0	PGA_scaffold203628__1_contigs__length_4604:439-938	GO:0005524; GO:0005887; GO:0008514; GO:0032496; GO:0032868; GO:0042626; GO:0048471; GO:0055085
Q9QYM0	PGA_scaffold203631__1_contigs__length_4689:3762-4277	GO:0005524; GO:0005887; GO:0008514; GO:0032496; GO:0032868; GO:0042626; GO:0048471; GO:0055085
Q9QYM0	PGA_scaffold203632__1_contigs__length_4604:3666-4165	GO:0005524; GO:0005887; GO:0008514; GO:0032496; GO:0032868; GO:0042626; GO:0048471; GO:0055085
Q9QYP1	PGA_scaffold50359__1_contigs__length_13686:5621-6584	GO:0001822; GO:0001942; GO:0005509; GO:0005886; GO:0006897; GO:0009954; GO:0009986; GO:0014069; GO:0016021; GO:0017147; GO:0030279; GO:0030425; GO:0030509; GO:0030971; GO:0031594; GO:0034185; GO:0042475; GO:0042733; GO:0042803; GO:0042813; GO:0043025; GO:0043235; GO:0044332; GO:0048813; GO:0050731; GO:0050771; GO:0050808; GO:0051124; GO:0051290; GO:0060070; GO:0071340; GO:0090090; GO:0097060; GO:0097104; GO:0097105; GO:0097110; GO:1901631; GO:1904395
Q9QYW3	PGA_scaffold23380__1_contigs__length_8794:386-4853	GO:0005737; GO:0005794; GO:0005829; GO:0006900; GO:0016020; GO:0019900; GO:0032580; GO:0043025; GO:0043197; GO:0046872; GO:0048471
Q9QZ04	PGA_scaffold4__129_contigs__length_65288255:47614318-47614897	GO:0004842; GO:0005634; GO:0005737; GO:0005768; GO:0005769; GO:0005829; GO:0006351; GO:0030904; GO:0034314; GO:0042147; GO:0042752; GO:0045892; GO:0048511; GO:0051127; GO:0070534
Q9QZ04	PGA_scaffold63866__1_contigs__length_6489:505-2657	GO:0004842; GO:0005634; GO:0005737; GO:0005768; GO:0005769; GO:0005829; GO:0006351; GO:0030904; GO:0034314; GO:0042147; GO:0042752; GO:0045892; GO:0048511; GO:0051127; GO:0070534
Q9QZ08	PGA_scaffold12__71_contigs__length_50438331:34714506-34725393	GO:0005524; GO:0006044; GO:0009384; GO:0019262; GO:0045127; GO:0070062
Q9QZ25	PGA_scaffold6__104_contigs__length_61759565:9847848-9849144	GO:0005615; GO:0005886; GO:0015939; GO:0017159; GO:0031225
Q9QZ67	PGA_scaffold6__104_contigs__length_61759565:27769688-27780680	GO:0000086; GO:0004722; GO:0004724; GO:0009267; GO:0009617; GO:0035970; GO:0046872; GO:0051019
Q9QZ85	PGA_scaffold18__69_contigs__length_27737463:23236149-23246869	GO:0003924; GO:0005525; GO:0005789; GO:0010506; GO:0019003; GO:0019221; GO:0020005; GO:0031965; GO:0032580; GO:0035458; GO:0042802; GO:0042832; GO:0045087; GO:0050829
Q9QZ85	PGA_scaffold43198__1_contigs__length_8537:2845-4099	GO:0003924; GO:0005525; GO:0005789; GO:0010506; GO:0019003; GO:0019221; GO:0020005; GO:0031965; GO:0032580; GO:0035458; GO:0042802; GO:0042832; GO:0045087; GO:0050829
Q9QZ88	PGA_scaffold6__104_contigs__length_61759565:8200556-8206054	GO:0005768; GO:0005829; GO:0006886; GO:0006896; GO:0008270; GO:0010008; GO:0030904; GO:0030906; GO:0042147; GO:0043231; GO:0070062; GO:1990126
Q9QZH0	PGA_scaffold18__69_contigs__length_27737463:4988597-4992720	GO:0001540; GO:0001570; GO:0004930; GO:0005886; GO:0005911; GO:0007223; GO:0007605; GO:0009986; GO:0010812; GO:0016021; GO:0017147; GO:0019955; GO:0030165; GO:0030947; GO:0031625; GO:0031987; GO:0034446; GO:0035426; GO:0035567; GO:0042701; GO:0042803; GO:0042813; GO:0043507; GO:0045893; GO:0046982; GO:0051091; GO:0060070; GO:0061301; GO:0061304; GO:0070062; GO:0106003
Q9QZH0	PGA_scaffold18__69_contigs__length_27737463:5553725-5557344	GO:0001540; GO:0001570; GO:0004930; GO:0005886; GO:0005911; GO:0007223; GO:0007605; GO:0009986; GO:0010812; GO:0016021; GO:0017147; GO:0019955; GO:0030165; GO:0030947; GO:0031625; GO:0031987; GO:0034446; GO:0035426; GO:0035567; GO:0042701; GO:0042803; GO:0042813; GO:0043507; GO:0045893; GO:0046982; GO:0051091; GO:0060070; GO:0061301; GO:0061304; GO:0070062; GO:0106003
Q9QZN1	PGA_scaffold18__69_contigs__length_27737463:22710279-22712206	
Q9QZN1	PGA_scaffold18__69_contigs__length_27737463:22718357-22724812	
Q9QZN1	PGA_scaffold46054__1_contigs__length_18433:6961-15769	
Q9QZN3	PGA_scaffold4__129_contigs__length_65288255:29436672-29447921	GO:0000151; GO:0005086; GO:0006511; GO:0032012
Q9QZP2	PGA_scaffold258__1_contigs__length_1101056:625952-626300	GO:0003677; GO:0005123; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0006355; GO:0006366; GO:0008168; GO:0010629; GO:0030308; GO:0031670; GO:0045786; GO:0046872; GO:0071363; GO:1990226; GO:2000177; GO:2000736
