#
# Output is generated by GenSAS 7.x-5.0
#
#name     : mRNA
#start    : Start of alignment in subject
#end      : End of alignment in subject
#m_start  : Start of alignment in query
#m_end    : End of alignment in query
#al       : Alignment length
#score    : Row score of the match
#evalue   : E value of the match
#identity : Percentage of identical matches
mame	start	end	score	Accession	match_desc	m_start	m_end	E-value	identity	al
19763-Caligus.00g179940.m01	3	125	622	XP_023332822.1	longitudinals lacking protein-like [Eurytemora affinis]	6	128	5.82586e-83	91.87	123
19763-Caligus.00g179960.m01	30	166	260	XP_008487499.1	hsp90 co-chaperone Cdc37 [Diaphorina citri]	1	137	1.7328e-25	47.45	137
19763-Caligus.00g179970.m01	410	496	202	XP_023338676.1	crossover junction endonuclease MUS81-like isoform X2 [Eurytemora affinis]	1	87	1.20795e-17	45.98	87
19763-Caligus.00g179980.m01	161	255	145	XP_014784635.1	PREDICTED: uncharacterized protein LOC106879525 [Octopus bimaculoides]	3	89	4.1893e-10	37.89	95
19763-Caligus.00g180010.m01	81	151	129	XP_023349661.1	WD repeat-containing protein 63-like [Eurytemora affinis]	1	71	3.63207e-08	35.21	71
19763-Caligus.00g180040.m01	19	114	182	XP_018299819.1	PREDICTED: DNA repair protein XRCC3-like [Trachymyrmex zeteki]	1	99	2.7838e-15	39.39	99
19763-Caligus.00g180060.m01	4	70	202	XP_014226125.1	alpha-endosulfine [Trichogramma pretiosum]	8	74	7.51696e-20	64.18	67
19763-Caligus.00g180070.m01	176	582	1092	XP_014230577.1	inositol polyphosphate 5-phosphatase OCRL-1 [Trichogramma pretiosum]	1	392	8.8553e-140	52.05	415
19763-Caligus.00g180090.m01	448	515	250	XP_023702743.1	exportin-7 isoform X2 [Cryptotermes secundus]	1	68	1.67006e-24	67.65	68
19763-Caligus.00g180110.m01	207	285	202	XP_002413642.1	POGO family transposase, putative [Ixodes scapularis]	10	88	7.55083e-18	44.30	79
19763-Caligus.00g180130.m01	9	250	450	XP_018368308.1	PREDICTED: uncharacterized protein LOC108764518 [Trachymyrmex cornetzi]	2	249	1.36951e-52	38.74	253
19763-Caligus.00g180150.m01	285	567	307	XP_015908789.1	uncharacterized protein LOC107440395 [Parasteatoda tepidariorum]	39	283	1.6839e-28	33.56	292
19763-Caligus.00g180160.m01	152	618	752	XP_024884832.1	uncharacterized protein LOC112462965 [Temnothorax curvispinosus]	1	385	6.1197e-90	36.13	476
19763-Caligus.00g180170.m01	83	323	530	XP_025997123.1	uncharacterized protein LOC113005585, partial [Solenopsis invicta]	14	248	9.70563e-64	45.23	241
19763-Caligus.00g180180.m01	24	244	345	XP_014775258.1	PREDICTED: uncharacterized protein LOC106872695 [Octopus bimaculoides]	6	229	1.29375e-36	37.17	226
19763-Caligus.00g180230.m01	125	236	390	XP_018321147.1	serine/threonine-protein kinase STK11 isoform X2 [Agrilus planipennis]	1	111	3.23253e-44	65.18	112
19763-Caligus.00g180240.m01	125	236	421	XP_018321147.1	serine/threonine-protein kinase STK11 isoform X2 [Agrilus planipennis]	1	112	8.72451e-49	68.75	112
19763-Caligus.00g180300.m01	60	196	172	XP_015781622.1	papilin [Tetranychus urticae]	23	156	1.49663e-12	34.53	139
19763-Caligus.00g180310.m01	32	351	915	XP_025405845.1	zinc finger BED domain-containing protein 5-like [Sipha flava]	65	385	3.34582e-119	50.78	321
19763-Caligus.00g180320.m01	126	262	281	XP_022921171.1	zinc finger BED domain-containing protein 5-like [Onthophagus taurus]	1	137	5.90736e-29	39.42	137
19763-Caligus.00g180330.m01	22	510	456	XP_015777278.1	PREDICTED: RNA-directed DNA polymerase from mobile element jockey-like [Acropora digitifera]	194	664	1.63251e-45	28.23	503
19763-Caligus.00g180340.m01	231	884	1299	XP_017461157.1	PREDICTED: uncharacterized protein LOC108354487 [Rhagoletis zephyria]	13	594	2.04166e-167	42.99	656
19763-Caligus.00g180350.m01	186	405	531	XP_023340543.1	extensin-2-like isoform X2 [Eurytemora affinis]	15	210	6.42556e-61	55.91	220
19763-Caligus.00g180360.m01	16	79	156	XP_025153568.1	uncharacterized protein LOC109503697 [Harpegnathos saltator]	2	65	6.91125e-12	46.88	64
19763-Caligus.00g180370.m01	8	94	152	XP_018311841.1	PREDICTED: uncharacterized protein LOC108727992 [Trachymyrmex zeteki]	2	89	2.05079e-11	36.36	88
19763-Caligus.00g180380.m01	1	206	190	XP_018904887.1	PREDICTED: uncharacterized protein LOC109035641 [Bemisia tabaci]	1	211	1.71834e-14	28.70	216
19763-Caligus.00g180400.m01	589	816	341	XP_018398448.1	PREDICTED: uncharacterized protein K02A2.6-like [Cyphomyrmex costatus]	1	238	4.52615e-34	34.69	245
19763-Caligus.00g180410.m01	88	320	212	XP_015778019.1	PREDICTED: uncharacterized protein K02A2.6-like [Acropora digitifera]	140	354	5.39419e-16	29.15	247
19763-Caligus.00g180430.m01	17	230	173	XP_023341554.1	uncharacterized protein LOC111711422 [Eurytemora affinis]	12	224	1.84096e-12	27.31	227
19763-Caligus.00g180440.m01	1005	1309	868	XP_018494723.1	PREDICTED: LOW QUALITY PROTEIN: uncharacterized protein LOC100903605, partial [Galendromus occidentalis]	3	303	2.44165e-104	51.80	305
19763-Caligus.00g180450.m01	325	431	431	XP_023335168.1	serine proteinase stubble-like [Eurytemora affinis]	1	107	5.14057e-50	70.09	107
19763-Caligus.00g180460.m01	273	343	220	XP_023312625.1	piggyBac transposable element-derived protein 3-like [Anoplophora glabripennis]	5	75	1.49091e-20	56.34	71
19763-Caligus.00g180510.m01	308	798	452	XP_014294909.1	PREDICTED: uncharacterized protein LOC106693135 [Microplitis demolitor]	3	505	4.7093e-46	30.36	527
19763-Caligus.00g180520.m01	199	295	333	XP_019886946.1	PREDICTED: uncharacterized protein LOC109610920 [Ooceraea biroi]	2	98	4.13432e-37	57.73	97
19763-Caligus.00g180530.m01	4	60	137	XP_012554132.1	PREDICTED: uncharacterized protein LOC105843381 [Hydra vulgaris]	6	62	3.44836e-09	43.86	57
19763-Caligus.00g180590.m01	1	147	213	XP_023333119.1	FMRFamide receptor-like [Eurytemora affinis]	24	167	2.89595e-18	29.93	147
19763-Caligus.00g180610.m01	125	279	232	XP_025994677.1	uncharacterized protein LOC113004707 [Solenopsis invicta]	2	146	3.07712e-21	35.67	157
19763-Caligus.00g180620.m01	218	370	304	XP_011707025.1	PREDICTED: uncharacterized protein LOC105462195 [Wasmannia auropunctata]	2	137	8.6079e-32	44.44	153
19763-Caligus.00g180630.m01	218	310	348	XP_023337973.1	neuroglian-like isoform X1 [Eurytemora affinis]	1	93	2.3329e-37	67.74	93
19763-Caligus.00g180640.m01	25	187	242	XP_021378599.1	uncharacterized protein K02A2.6-like [Mizuhopecten yessoensis]	93	260	1.40624e-20	34.71	170
19763-Caligus.00g180650.m01	94	154	119	XP_012555128.1	PREDICTED: uncharacterized protein LOC105843830 [Hydra vulgaris]	1	61	3.42752e-07	34.43	61
19763-Caligus.00g180670.m01	9	293	685	XP_019886946.1	PREDICTED: uncharacterized protein LOC109610920 [Ooceraea biroi]	1	278	3.56345e-87	46.67	285
19763-Caligus.00g180710.m01	1	114	361	XP_023337726.1	protein tramtrack, beta isoform-like isoform X3 [Eurytemora affinis]	1	115	5.15601e-41	56.52	115
19763-Caligus.00g180740.m01	443	471	170	XP_022227590.1	ets DNA-binding protein pokkuri [Drosophila obscura]	1	29	1.38206e-14	100.00	29
19763-Caligus.00g180760.m01	94	217	306	XP_015184299.1	PREDICTED: gamma-interferon-inducible lysosomal thiol reductase-like [Polistes dominula]	4	127	1.5088e-33	45.97	124
19763-Caligus.00g180770.m01	4	89	157	XP_009165181.1	hypothetical protein T265_02619 [Opisthorchis viverrini]	2	87	5.26522e-13	39.08	87
19763-Caligus.00g180780.m01	529	601	142	XP_022182205.1	zinc finger MYM-type protein 1-like [Myzus persicae]	4	76	1.36352e-09	41.10	73
19763-Caligus.00g180860.m01	1	178	672	XP_023327579.1	intraflagellar transport protein 56-like [Eurytemora affinis]	1	185	6.57727e-84	68.11	185
19763-Caligus.00g180900.m01	67	123	216	XP_015514215.1	PREDICTED: ras-like protein 1 [Neodiprion lecontei]	1	54	1.59623e-21	78.95	57
19763-Caligus.00g180940.m01	68	136	201	XP_011052817.1	PREDICTED: uncharacterized protein LOC105145134 [Acromyrmex echinatior]	1	63	1.50541e-18	49.28	69
19763-Caligus.00g180960.m01	114	202	284	XP_014772885.1	PREDICTED: uncharacterized protein LOC106871098 [Octopus bimaculoides]	3	91	6.21691e-31	51.69	89
19763-Caligus.00g180970.m01	95	189	306	XP_018360127.1	PREDICTED: uncharacterized protein LOC108759269 [Trachymyrmex cornetzi]	2	97	2.70031e-34	59.38	96
19763-Caligus.00g180980.m01	210	346	280	XP_017793474.1	PREDICTED: uncharacterized protein LOC108575239 [Habropoda laboriosa]	1	119	9.88507e-29	41.61	137
19763-Caligus.00g180990.m01	451	582	142	XP_026822332.1	cytoplasmic tRNA 2-thiolation protein 2 isoform X1 [Rhopalosiphum maidis]	32	158	2.09482e-08	35.61	132
19763-Caligus.00g181000.m01	238	295	186	XP_019886946.1	PREDICTED: uncharacterized protein LOC109610920 [Ooceraea biroi]	1	58	2.74311e-16	53.45	58
19763-Caligus.00g181010.m01	16	353	682	XP_014775258.1	PREDICTED: uncharacterized protein LOC106872695 [Octopus bimaculoides]	1	318	1.13622e-85	41.42	338
19763-Caligus.00g181030.m01	764	886	228	XP_018010474.1	PREDICTED: uncharacterized protein LOC108667885 [Hyalella azteca]	19	143	2.42009e-20	46.40	125
19763-Caligus.00g181070.m01	22	216	321	XP_018311841.1	PREDICTED: uncharacterized protein LOC108727992 [Trachymyrmex zeteki]	6	192	6.59428e-35	36.87	198
19763-Caligus.00g181090.m01	1	328	948	XP_011263146.2	uncharacterized protein LOC105255530 [Camponotus floridanus]	1	331	4.11016e-126	60.42	331
19763-Caligus.00g181110.m01	290	462	185	XP_023335129.1	uncharacterized protein LOC111706478 [Eurytemora affinis]	1	166	3.51737e-14	30.77	182
19763-Caligus.00g181120.m01	13	295	691	XP_013171219.1	PREDICTED: general transcription factor II-I repeat domain-containing protein 2B-like [Papilio xuthus]	1	277	6.41877e-86	51.59	283
19763-Caligus.00g181140.m01	15	153	198	XP_011699262.1	PREDICTED: putative uncharacterized protein FLJ37770, partial [Wasmannia auropunctata]	14	153	6.08101e-17	35.00	140
19763-Caligus.00g181150.m01	1	104	268	XP_022796576.1	uncharacterized protein LOC111335011 [Stylophora pistillata]	1	106	5.6629e-29	50.00	108
19763-Caligus.00g181170.m01	31	193	233	XP_014772885.1	PREDICTED: uncharacterized protein LOC106871098 [Octopus bimaculoides]	1	162	3.62878e-22	34.36	163
19763-Caligus.00g181190.m01	29	1118	1468	XP_013395419.1	ras GTPase-activating-like protein IQGAP1 [Lingula anatina]	1	1030	9.34782e-180	35.00	1123
19763-Caligus.00g181200.m01	1104	1619	1138	XP_009056994.1	hypothetical protein LOTGIDRAFT_216980 [Lottia gigantea]	2	528	2.77455e-138	47.76	536
19763-Caligus.00g181210.m01	301	480	207	XP_021937593.1	ras GTPase-activating-like protein IQGAP2 [Zootermopsis nevadensis]	16	183	1.44122e-16	36.26	182
19763-Caligus.00g181230.m01	4	835	2852	XP_023243728.1	trichohyalin-like isoform X1 [Centruroides sculpturatus]	1	805	0	67.23	833
19763-Caligus.00g181250.m01	276	533	666	XP_023322902.1	protein msta-like isoform X2 [Eurytemora affinis]	2	268	2.32739e-81	47.19	267
19763-Caligus.00g181270.m01	2865	3033	272	XP_023338071.1	PHD finger protein rhinoceros-like [Eurytemora affinis]	201	380	1.0711e-22	43.01	186
19763-Caligus.00g181300.m01	577	676	227	XP_023338071.1	PHD finger protein rhinoceros-like [Eurytemora affinis]	1	110	7.59569e-20	46.43	112
19763-Caligus.00g181330.m01	28	90	229	XP_014224544.1	V-type proton ATPase 16 kDa proteolipid subunit [Trichogramma pretiosum]	1	60	8.58972e-24	80.95	63
19763-Caligus.00g181340.m01	72	218	447	XP_026481919.1	zinc finger MYM-type protein 1-like [Ctenocephalides felis]	1	147	1.13955e-50	53.74	147
19763-Caligus.00g181360.m01	637	698	161	XP_026822332.1	cytoplasmic tRNA 2-thiolation protein 2 isoform X1 [Rhopalosiphum maidis]	1	62	2.24806e-12	50.00	62
19763-Caligus.00g181370.m01	251	316	176	XP_011135173.1	uncharacterized protein LOC105180667 [Harpegnathos saltator]	2	69	1.7628e-14	45.59	68
19763-Caligus.00g181400.m01	145	230	216	XP_014777903.1	PREDICTED: uncharacterized protein LOC106874624 isoform X1 [Octopus bimaculoides]	3	85	3.8593e-20	48.84	86
19763-Caligus.00g181420.m01	59	147	240	XP_022833023.1	serine/threonine-protein kinase tricorner isoform X1 [Spodoptera litura]	15	102	8.42043e-23	61.54	91
19763-Caligus.00g181430.m01	199	269	331	XP_023333465.1	carboxypeptidase M-like isoform X3 [Eurytemora affinis]	1	71	5.79632e-37	76.06	71
19763-Caligus.00g181440.m01	427	583	276	XP_025268586.1	uncharacterized protein LOC112639318 [Camponotus floridanus]	1	157	1.61045e-26	36.94	157
19763-Caligus.00g181460.m01	1	142	420	XP_023709769.1	Bardet-Biedl syndrome 7 protein homolog [Cryptotermes secundus]	1	145	1.28473e-46	62.07	145
19763-Caligus.00g181510.m01	4757	5055	1082	XP_002427021.1	protein purity of essence, putative [Pediculus humanus corporis]	1	299	1.67631e-132	64.55	299
19763-Caligus.00g181520.m01	3886	4145	661	XP_023347217.1	LOW QUALITY PROTEIN: E3 ubiquitin-protein ligase UBR4-like [Eurytemora affinis]	1	253	4.72012e-76	58.71	264
19763-Caligus.00g181530.m01	3103	3157	161	XP_023713745.1	protein purity of essence [Cryptotermes secundus]	33	87	2.9644e-12	54.55	55
19763-Caligus.00g181540.m01	184	249	138	XP_006813575.1	PREDICTED: E3 ubiquitin-protein ligase UBR4-like, partial [Saccoglossus kowalevskii]	3	70	6.45175e-09	47.06	68
19763-Caligus.00g181550.m01	36	159	187	XP_018336299.1	caprin homolog [Agrilus planipennis]	29	139	8.95257e-13	41.13	124
19763-Caligus.00g181570.m01	47	257	135	XP_017466479.1	PREDICTED: uncharacterized protein LOC108359236 [Rhagoletis zephyria]	52	230	3.54899e-07	22.75	211
19763-Caligus.00g181580.m01	229	1092	2012	XP_018644522.1	hypothetical protein Smp_182910 [Schistosoma mansoni]	44	911	0	46.88	881
19763-Caligus.00g181590.m01	54	194	460	XP_023720526.1	nuclear transcription factor Y subunit beta [Cryptotermes secundus]	37	161	2.15896e-56	67.38	141
19763-Caligus.00g181600.m01	220	327	202	XP_022806143.1	zinc finger protein 277-like [Stylophora pistillata]	1	110	1.55666e-17	48.65	111
19763-Caligus.00g181620.m01	763	876	410	XP_026668889.1	CREB-binding protein isoform X1 [Ceratina calcarata]	199	325	2.01019e-41	63.78	127
19763-Caligus.00g181630.m01	212	284	212	XP_019886946.1	PREDICTED: uncharacterized protein LOC109610920 [Ooceraea biroi]	28	100	2.73323e-19	52.05	73
19763-Caligus.00g181640.m01	16	237	591	XP_014775258.1	PREDICTED: uncharacterized protein LOC106872695 [Octopus bimaculoides]	1	222	1.68936e-73	52.25	222
19763-Caligus.00g181650.m01	114	219	332	XP_014772885.1	PREDICTED: uncharacterized protein LOC106871098 [Octopus bimaculoides]	3	108	7.241e-38	50.94	106
19763-Caligus.00g181660.m01	1	64	117	XP_003095472.1	hypothetical protein CRE_16317 [Caenorhabditis remanei]	27	90	2.69527e-07	37.50	64
19763-Caligus.00g181750.m01	16	138	160	XP_014768890.1	PREDICTED: uncharacterized protein LOC106868207 [Octopus bimaculoides]	1	101	9.32341e-13	36.59	123
19763-Caligus.00g181760.m01	18	527	1166	XP_009015380.1	hypothetical protein HELRODRAFT_160122 [Helobdella robusta]	94	590	5.56255e-152	47.27	512
19763-Caligus.00g181780.m01	164	220	138	XP_018311841.1	PREDICTED: uncharacterized protein LOC108727992 [Trachymyrmex zeteki]	7	63	8.43298e-10	47.37	57
19763-Caligus.00g181790.m01	141	263	265	XP_017786783.1	PREDICTED: synaptic functional regulator FMR1-like isoform X1 [Nicrophorus vespilloides]	2	112	4.26483e-25	50.41	123
19763-Caligus.00g181840.m01	162	655	490	XP_015758992.1	PREDICTED: RNA-directed DNA polymerase from mobile element jockey-like [Acropora digitifera]	12	481	1.01437e-50	29.48	502
19763-Caligus.00g181850.m01	141	263	260	XP_017786784.1	PREDICTED: synaptic functional regulator FMR1-like isoform X2 [Nicrophorus vespilloides]	2	112	4.38685e-25	50.41	123
19763-Caligus.00g181860.m01	72	481	1835	XP_015923358.1	SCAN domain-containing protein 3-like [Parasteatoda tepidariorum]	1	442	0	79.41	442
19763-Caligus.00g181930.m01	553	591	146	XP_011556288.1	PREDICTED: uncharacterized protein LOC105387281 [Plutella xylostella]	2	40	1.03984e-10	61.54	39
19763-Caligus.00g181970.m01	95	210	141	XP_014772885.1	PREDICTED: uncharacterized protein LOC106871098 [Octopus bimaculoides]	23	137	4.09665e-09	28.45	116
19763-Caligus.00g181990.m01	67	583	990	XP_024885691.1	uncharacterized protein LOC112463500 [Temnothorax curvispinosus]	63	549	2.15567e-125	40.42	522
19763-Caligus.00g182010.m01	63	175	175	XP_022184253.1	uncharacterized protein LOC111043576 [Nilaparvata lugens]	1	113	1.22772e-13	34.51	113
19763-Caligus.00g182020.m01	9	347	376	XP_012147626.1	PREDICTED: putative uncharacterized protein FLJ37770 isoform X1 [Megachile rotundata]	3	308	3.18583e-40	28.57	343
19763-Caligus.00g182070.m01	6	320	572	XP_013164109.1	PREDICTED: fragile X mental retardation syndrome-related protein 1 isoform X1 [Papilio xuthus]	7	329	4.60949e-66	44.71	331
19763-Caligus.00g182100.m01	6	320	571	XP_013164111.1	PREDICTED: fragile X mental retardation syndrome-related protein 1 isoform X2 [Papilio xuthus]	18	340	6.71401e-66	44.71	331
19763-Caligus.00g182110.m01	6	274	433	XP_013164109.1	PREDICTED: fragile X mental retardation syndrome-related protein 1 isoform X1 [Papilio xuthus]	18	294	1.62169e-45	42.11	285
19763-Caligus.00g182120.m01	38	161	151	XP_025421174.1	uncharacterized protein LOC112691234 [Sipha flava]	14	129	2.8359e-10	28.23	124
19763-Caligus.00g182140.m01	109	203	310	XP_023214246.1	SCAN domain-containing protein 3-like [Centruroides sculpturatus]	1	94	1.26762e-34	73.68	95
19763-Caligus.00g182190.m01	304	464	475	XP_023326149.1	helicase ARIP4-like [Eurytemora affinis]	2	165	2.80924e-53	60.98	164
19763-Caligus.00g182200.m01	1	33	130	XP_018494772.1	PREDICTED: helicase ARIP4-like [Galendromus occidentalis]	1	36	5.1668e-09	72.22	36
19763-Caligus.00g182220.m01	25	91	308	XP_023028733.1	NEDD8-conjugating enzyme Ubc12 isoform X3 [Leptinotarsa decemlineata]	29	95	5.18943e-35	83.58	67
19763-Caligus.00g182230.m01	82	272	589	XP_023241484.1	BTB/POZ domain-containing protein 10-like isoform X3 [Centruroides sculpturatus]	51	241	3.08516e-72	59.90	192
19763-Caligus.00g182240.m01	496	681	424	XP_015598612.1	piwi-like protein Siwi isoform X2 [Cephus cinctus]	3	190	4.99509e-46	42.55	188
19763-Caligus.00g182250.m01	235	371	390	XP_018333349.1	piwi-like protein Siwi [Agrilus planipennis]	1	136	2.39026e-42	48.91	137
19763-Caligus.00g182260.m01	418	503	389	XP_017126190.1	PREDICTED: ATP synthase subunit beta, mitochondrial [Drosophila elegans]	1	86	8.36825e-44	84.88	86
19763-Caligus.00g182270.m01	227	336	483	XP_017893266.1	ATP-dependent RNA helicase dbp2-like isoform X2 [Ceratina calcarata]	2	111	6.37512e-57	79.09	110
19763-Caligus.00g182280.m01	52	160	349	XP_023715218.1	DEAD-box ATP-dependent RNA helicase 24-like [Cryptotermes secundus]	52	161	4.17184e-36	60.00	110
19763-Caligus.00g182330.m01	331	396	186	XP_002426192.1	hypothetical protein Phum_PHUM240780 [Pediculus humanus corporis]	1	66	5.0901e-16	54.55	66
19763-Caligus.00g182340.m01	1205	1319	431	XP_023349106.1	RIMS-binding protein 2-like [Eurytemora affinis]	1	119	1.59612e-47	68.91	119
19763-Caligus.00g182350.m01	1	101	277	XP_018495078.1	PREDICTED: uncharacterized protein LOC108864276 [Galendromus occidentalis]	1	98	1.16346e-27	52.94	102
19763-Caligus.00g182370.m01	1337	1400	146	XP_015524020.1	PREDICTED: uncharacterized protein LOC107227405 [Neodiprion lecontei]	4	68	1.71172e-10	47.69	65
19763-Caligus.00g182380.m01	1337	1400	146	XP_015524020.1	PREDICTED: uncharacterized protein LOC107227405 [Neodiprion lecontei]	4	68	1.71172e-10	47.69	65
19763-Caligus.00g182390.m01	15	1236	1668	XP_013411023.1	uncharacterized protein K02A2.6 [Lingula anatina]	77	1287	0	32.78	1257
19763-Caligus.00g182400.m01	15	1236	1671	XP_013411023.1	uncharacterized protein K02A2.6 [Lingula anatina]	77	1287	0	32.78	1257
19763-Caligus.00g182470.m01	212	262	125	XP_023036615.1	uncharacterized protein LOC111519529 isoform X2 [Drosophila willistoni]	67	117	5.58023e-07	41.18	51
19763-Caligus.00g182490.m01	160	231	182	XP_014759738.1	uncharacterized protein Dana_GF26712 [Drosophila ananassae]	3	74	6.36789e-16	47.22	72
19763-Caligus.00g182500.m01	890	1011	147	XP_023340207.1	protein espinas-like [Eurytemora affinis]	38	127	9.2169e-09	40.16	122
19763-Caligus.00g182530.m01	16	353	963	XP_014775258.1	PREDICTED: uncharacterized protein LOC106872695 [Octopus bimaculoides]	1	338	7.89708e-128	53.85	338
19763-Caligus.00g182570.m01	3	178	341	XP_011409124.1	PREDICTED: uncharacterized protein LOC105316030, partial [Amphimedon queenslandica]	45	217	4.48593e-38	50.85	177
19763-Caligus.00g182580.m01	16	103	163	XP_014775258.1	PREDICTED: uncharacterized protein LOC106872695 [Octopus bimaculoides]	1	88	1.56853e-12	40.91	88
19763-Caligus.00g182600.m01	90	144	134	XP_011251320.1	histone-lysine N-methyltransferase SETMAR-like [Camponotus floridanus]	2	54	3.09881e-09	49.09	55
19763-Caligus.00g182610.m01	1	82	378	XP_018907903.1	PREDICTED: anaphase-promoting complex subunit 11 isoform X3 [Bemisia tabaci]	1	82	4.02911e-47	81.71	82
19763-Caligus.00g182670.m01	44	180	201	XP_023347987.1	dynein regulatory complex protein 1-like [Eurytemora affinis]	1	139	8.98806e-17	34.53	139
19763-Caligus.00g182680.m01	294	369	169	XP_023347987.1	dynein regulatory complex protein 1-like [Eurytemora affinis]	10	85	2.19642e-12	48.68	76
19763-Caligus.00g182690.m01	136	227	383	XP_023325876.1	pre-mRNA-splicing regulator WTAP-like isoform X2 [Eurytemora affinis]	5	96	8.13027e-44	78.26	92
19763-Caligus.00g182700.m01	30	216	390	XP_023324656.1	nostrin-like [Eurytemora affinis]	48	237	2.35706e-41	48.42	190
19763-Caligus.00g182710.m01	335	374	117	XP_004933149.1	nostrin isoform X2 [Bombyx mori]	11	50	6.01023e-07	55.00	40
19763-Caligus.00g182730.m01	77	317	336	XP_015753740.1	PREDICTED: RNA-directed DNA polymerase from mobile element jockey-like [Acropora digitifera]	5	247	5.06977e-34	35.10	245
19763-Caligus.00g182760.m01	618	734	252	XP_018915435.1	PREDICTED: SET and MYND domain-containing protein 4-like [Bemisia tabaci]	6	122	8.65436e-24	38.46	117
19763-Caligus.00g182770.m01	10	268	482	XP_023343918.1	SET and MYND domain-containing protein 4-like isoform X2 [Eurytemora affinis]	7	269	1.88292e-53	40.23	266
19763-Caligus.00g182790.m01	932	1001	148	XP_022901531.1	uncharacterized protein LOC111414422 [Onthophagus taurus]	1	72	2.02346e-10	41.67	72
19763-Caligus.00g182810.m01	1	61	175	XP_023321887.1	uncharacterized protein LOC111696508 [Eurytemora affinis]	1	72	2.24894e-14	54.43	79
19763-Caligus.00g182840.m01	1	197	416	XP_018904317.1	PREDICTED: uncharacterized protein LOC109035211 [Bemisia tabaci]	16	187	2.72209e-46	47.47	198
19763-Caligus.00g182850.m01	1	61	256	XP_025423337.1	U6 snRNA-associated Sm-like protein LSm2 [Sipha flava]	1	55	1.952e-28	83.61	61
19763-Caligus.00g182860.m01	46	150	301	XP_023320783.1	long-chain specific acyl-CoA dehydrogenase, mitochondrial-like [Eurytemora affinis]	1	106	3.8615e-31	52.83	106
19763-Caligus.00g182870.m01	1	244	528	XP_003699251.1	PREDICTED: NECAP-like protein CG9132 [Megachile rotundata]	1	237	3.61427e-65	47.10	259
19763-Caligus.00g182900.m01	217	378	782	XP_023337898.1	serine proteinase stubble-like isoform X3 [Eurytemora affinis]	18	179	2.23091e-102	89.51	162
19763-Caligus.00g182910.m01	16	353	764	XP_014775258.1	PREDICTED: uncharacterized protein LOC106872695 [Octopus bimaculoides]	1	302	3.03433e-98	44.08	338
19763-Caligus.00g182920.m01	248	309	219	XP_025997123.1	uncharacterized protein LOC113005585, partial [Solenopsis invicta]	2	63	2.27198e-20	64.52	62
19763-Caligus.00g182930.m01	1	197	415	XP_018904317.1	PREDICTED: uncharacterized protein LOC109035211 [Bemisia tabaci]	1	172	2.17956e-46	47.47	198
19763-Caligus.00g182950.m01	153	215	158	XP_018368308.1	PREDICTED: uncharacterized protein LOC108764518 [Trachymyrmex cornetzi]	6	68	2.26094e-12	49.21	63
19763-Caligus.00g182980.m01	1068	1176	187	XP_021932082.1	guanine nucleotide exchange factor subunit Rich [Zootermopsis nevadensis]	67	169	1.83416e-14	36.70	109
19763-Caligus.00g183000.m01	238	495	927	XP_023336795.1	contactin-like [Eurytemora affinis]	1	258	1.34464e-113	60.85	258
19763-Caligus.00g183020.m01	564	619	173	XP_023018272.1	uncharacterized protein LOC111507216 [Leptinotarsa decemlineata]	44	99	2.00076e-13	57.14	56
19763-Caligus.00g183040.m01	906	1041	362	XP_023719573.1	RRP12-like protein [Cryptotermes secundus]	3	138	1.89686e-38	47.79	136
19763-Caligus.00g183050.m01	543	595	222	XP_011683423.1	PREDICTED: RRP12-like protein isoform X1 [Strongylocentrotus purpuratus]	1	53	8.95908e-21	71.70	53
19763-Caligus.00g183060.m01	114	219	329	XP_014772885.1	PREDICTED: uncharacterized protein LOC106871098 [Octopus bimaculoides]	3	108	2.09834e-37	50.94	106
19763-Caligus.00g183090.m01	259	795	654	XP_021365018.1	uncharacterized protein LOC110457888 [Mizuhopecten yessoensis]	11	526	4.78675e-73	33.27	544
19763-Caligus.00g183120.m01	16	101	171	XP_014768890.1	PREDICTED: uncharacterized protein LOC106868207 [Octopus bimaculoides]	1	86	1.70885e-14	44.19	86
19763-Caligus.00g183150.m01	95	189	332	XP_018360127.1	PREDICTED: uncharacterized protein LOC108759269 [Trachymyrmex cornetzi]	2	96	2.72293e-38	62.11	95
19763-Caligus.00g183160.m01	75	569	388	XP_011665645.1	PREDICTED: RNA-directed DNA polymerase from mobile element jockey-like [Strongylocentrotus purpuratus]	364	845	7.3208e-36	24.36	505
19763-Caligus.00g183170.m01	99	183	367	XP_018360127.1	PREDICTED: uncharacterized protein LOC108759269 [Trachymyrmex cornetzi]	1	85	1.27461e-43	72.94	85
19763-Caligus.00g183200.m01	1	171	172	XP_025265723.1	histone-lysine N-methyltransferase SETMAR-like [Camponotus floridanus]	1	148	7.84463e-14	27.91	172
19763-Caligus.00g183210.m01	64	144	136	XP_012559027.1	PREDICTED: uncharacterized protein LOC105845614 [Hydra vulgaris]	3	80	6.3984e-09	40.74	81
19763-Caligus.00g183260.m01	717	1242	919	XP_023332255.1	tripeptidyl-peptidase 2-like [Eurytemora affinis]	1	523	2.54763e-109	41.83	545
19763-Caligus.00g183270.m01	29	210	442	XP_014784635.1	PREDICTED: uncharacterized protein LOC106879525 [Octopus bimaculoides]	1	182	9.47578e-53	51.10	182
